postcode,suburb,lat,lon,Local Government Area,Region,Year,A20,A50,A70,A80,A90,B10,B20,B30,B40,B50,B60,C10,C20,C30,C90,D10,D20,D30,D40,E10,E20,F10,F20,F30,F90,A,B,C,D,E,F,Total
3401,wail,-36.509398,142.1026,Horsham,Western Victoria,2020,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,2,0,0,2,1,7
3401,wallup,-36.331267,142.239762,Horsham,Western Victoria,2020,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3401,wartook,-37.033414,142.340592,Horsham,Western Victoria,2020,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3401,wonwondah,-36.899739000000004,142.135435,Horsham,Western Victoria,2020,0,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,1,0,8
3401,zumsteins,-37.092355,142.43193300000001,Horsham,Western Victoria,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3407,balmoral,-37.248109,141.84176200000002,Southern Grampians,Western Victoria,2020,1,0,0,0,2,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,5,0,0,1,0,9
3407,englefield,-37.31601,141.81832,Southern Grampians,Western Victoria,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3407,gatum,-37.397755,141.956241,Southern Grampians,Western Victoria,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3407,pigeon ponds,-37.295245,141.66824499999998,Southern Grampians,Western Victoria,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3407,vasey,-37.370978,141.872121,Southern Grampians,Western Victoria,2020,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3409,arapiles,-36.779163,141.762526,Horsham,Western Victoria,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3409,clear lake,-37.04162,141.716529,Horsham,Western Victoria,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3409,douglas,-37.842988,144.892631,Horsham,Western Victoria,2020,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2
3409,duchembegarra,-36.623534,141.947299,Horsham,Western Victoria,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3409,grass flat,-36.664864,141.86531100000002,Horsham,Western Victoria,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3409,jilpanger,-37.783465,145.175907,Horsham,Western Victoria,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3409,miga lake,-36.938520000000004,141.626234,Horsham,Western Victoria,2020,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
3409,mitre,-36.754508,141.767459,Horsham,Western Victoria,2020,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,4
3409,natimuk,-36.741816,141.941948,Horsham,Western Victoria,2020,0,0,0,1,1,0,2,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,6,0,1,0,0,9
3409,noradjuha,-36.834829,141.972845,Horsham,Western Victoria,2020,1,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,6
3409,tooan,-36.783589,141.764633,Horsham,Western Victoria,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3409,wombelano,-37.079728,141.74704599999998,Horsham,Western Victoria,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3412,goroke,-36.747329,141.472623,West Wimmera,Western Victoria,2020,1,0,0,0,1,0,2,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,5,0,1,1,0,9
3413,minimay,-36.714185,141.180738,West Wimmera,Western Victoria,2020,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,3
3413,neuarpurr,-36.743083,141.071497,West Wimmera,Western Victoria,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3413,ozenkadnook,-36.844934,141.330012,West Wimmera,Western Victoria,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3413,peronne,-36.724135,141.37786200000002,West Wimmera,Western Victoria,2020,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3414,antwerp,-36.298418,142.02455700000002,Hindmarsh,Western Victoria,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3414,dimboola,-36.455551,142.02758799999998,Hindmarsh,Western Victoria,2020,18,1,3,3,7,0,13,9,18,2,0,1,4,2,0,0,1,0,0,2,18,0,0,0,5,32,42,7,1,20,5,107
3414,tarranyurk,-36.211453000000006,142.034536,Hindmarsh,Western Victoria,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3415,miram,-36.378089,141.357823,West Wimmera,Western Victoria,2020,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
3418,broughton,-36.165178000000004,141.334582,Hindmarsh,Western Victoria,2020,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
3418,gerang gerung,-36.373589,141.885252,Hindmarsh,Western Victoria,2020,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,1,0,5
3418,glenlee,-36.244028,141.852554,Hindmarsh,Western Victoria,2020,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3
3418,kiata,-36.402759,141.79328,Hindmarsh,Western Victoria,2020,1,0,0,1,0,1,0,0,2,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,2,3,2,1,1,0,9
3418,lawloit,-36.419148,141.463761,Hindmarsh,Western Victoria,2020,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3418,little desert,-36.48148,141.600922,Hindmarsh,Western Victoria,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3418,lorquon,-36.133321,141.749243,Hindmarsh,Western Victoria,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3418,netherby,-36.104936,141.616536,Hindmarsh,Western Victoria,2020,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,5
3418,nhill,-36.332858,141.65063500000002,Hindmarsh,Western Victoria,2020,16,0,1,1,1,2,14,17,42,1,0,1,0,4,0,1,0,1,0,4,6,0,0,0,4,19,76,5,2,10,4,116
3418,yanac,-36.147883,141.435374,Hindmarsh,Western Victoria,2020,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
3419,kaniva,-36.377563,141.244901,Hindmarsh,Western Victoria,2020,2,0,2,1,4,0,4,4,14,2,0,1,0,4,0,0,0,1,0,0,2,0,0,0,7,9,24,5,1,2,7,48
3420,lillimur,-36.361245000000004,141.117251,West Wimmera,Western Victoria,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,3
3420,serviceton,-36.376549,140.986209,West Wimmera,Western Victoria,2020,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,1,1,5
3420,telopea downs,-36.130559999999996,141.143503,West Wimmera,Western Victoria,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
3423,jeparit,-36.140570000000004,141.987191,Hindmarsh,Western Victoria,2020,9,1,2,0,1,0,2,2,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,13,12,0,0,2,0,27
3424,albacutya,-35.691918,141.974601,Hindmarsh,Western Victoria,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3424,yaapeet,-35.766065000000005,142.060249,Hindmarsh,Western Victoria,2020,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,5
3427,diggers rest,-37.627752,144.71998100000002,Hume,Western Metropolitan,2020,1,0,1,0,0,0,1,6,6,1,0,1,0,0,0,2,0,2,0,0,2,0,0,0,0,2,14,1,4,2,0,23
3428,bulla,-37.637155,144.804139,Hume,Western Metropolitan,2020,7,0,2,0,2,4,6,7,18,4,0,0,0,3,0,0,2,1,0,1,7,0,0,0,8,11,39,3,3,8,8,72
3429,sunbury,-37.576859000000006,144.731425,Hume,Western Metropolitan,2020,263,5,69,30,57,16,171,140,468,73,0,18,16,64,0,65,39,23,1,41,281,0,1,0,250,424,868,98,128,322,251,2091
3429,wildwood,-37.575434,144.795859,Hume,Western Metropolitan,2020,2,0,0,0,1,0,3,2,3,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,3,8,1,4,0,0,16
3430,clarkefield,-37.483711,144.745723,Hume,Western Metropolitan,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
3431,riddells creek,-37.463999,144.66504799999998,Macedon Ranges,Northern Victoria,2020,13,0,2,5,2,2,18,11,15,2,0,2,0,2,0,3,1,1,0,2,4,0,0,0,11,22,48,4,5,6,11,96
3432,bolinda,-37.433632,144.77976999999998,Macedon Ranges,Northern Victoria,2020,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
3434,cherokee,-37.389195,144.6379,Macedon Ranges,Northern Victoria,2020,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
3434,kerrie,-37.390614,144.69708799999998,Macedon Ranges,Northern Victoria,2020,0,0,0,0,0,0,1,1,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,6
3434,romsey,-37.348923,144.74235900000002,Macedon Ranges,Northern Victoria,2020,13,0,15,2,3,1,15,21,34,5,0,2,3,9,0,2,1,0,0,1,36,0,0,0,12,33,76,14,3,37,12,175
3434,springfield,-37.358834,144.821043,Macedon Ranges,Northern Victoria,2020,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
3435,benloch,-37.189508000000004,144.692899,Macedon Ranges,Northern Victoria,2020,0,0,0,0,0,2,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
3435,goldie,-37.255579,144.801162,Macedon Ranges,Northern Victoria,2020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3435,lancefield,-37.276795,144.731718,Macedon Ranges,Northern Victoria,2020,14,0,7,2,0,1,6,6,26,1,0,1,0,1,0,0,1,0,0,2,18,0,0,0,4,23,40,2,1,20,4,90
3435,nulla vale,-37.172089,144.75091799999998,Macedon Ranges,Northern Victoria,2020,0,0,0,0,0,1,1,1,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,8
3437,bullengarook,-37.523331,144.477431,Macedon Ranges,Northern Victoria,2020,1,0,0,0,0,0,0,3,3,1,0,1,1,3,0,0,0,0,0,2,3,0,0,0,5,1,7,5,0,5,5,23
3437,gisborne,-37.488037,144.59112,Macedon Ranges,Northern Victoria,2020,33,0,10,6,13,3,29,26,75,22,0,3,4,32,0,18,7,2,0,17,29,0,0,0,54,62,155,39,27,46,54,383
3437,gisborne south,-37.53865,144.597248,Macedon Ranges,Northern Victoria,2020,0,0,2,2,0,1,1,2,7,0,0,0,0,7,0,1,1,2,0,4,1,0,0,0,9,4,11,7,4,5,9,40
3438,new gisborne,-37.459119,144.599206,Macedon Ranges,Northern Victoria,2020,7,0,5,2,2,0,6,2,11,2,0,3,0,3,0,2,3,0,0,3,6,0,0,0,0,16,21,6,5,9,0,57
3440,macedon,-37.399584000000004,144.588405,Macedon Ranges,Northern Victoria,2020,6,0,0,1,4,0,4,14,29,4,0,4,0,6,0,6,0,0,0,8,8,0,0,0,23,11,51,10,6,16,23,117
3441,mount macedon,-37.396044,144.590721,Macedon Ranges,Northern Victoria,2020,0,0,1,0,6,0,2,6,3,2,0,0,0,3,0,1,0,0,0,2,2,0,0,0,24,7,13,3,1,4,24,52
3442,ashbourne,-37.385948,144.446407,Macedon Ranges,Northern Victoria,2020,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,4
3442,cadello,-37.295815000000005,144.543992,Macedon Ranges,Northern Victoria,2020,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
3442,carlsruhe,-37.286556,144.513823,Macedon Ranges,Northern Victoria,2020,4,0,0,0,0,1,1,2,12,1,0,0,0,1,0,2,0,0,0,2,1,0,0,0,1,4,17,1,2,3,1,28
3442,cobaw,-37.260826,144.65590600000002,Macedon Ranges,Northern Victoria,2020,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3442,hesket,-37.34745,144.620225,Macedon Ranges,Northern Victoria,2020,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,3
3442,newham,-37.313334999999995,144.592383,Macedon Ranges,Northern Victoria,2020,3,0,0,1,0,1,3,2,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,9,0,1,1,0,15
3442,rochford,-37.311685,144.676513,Macedon Ranges,Northern Victoria,2020,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,3
3442,woodend,-37.356809999999996,144.52727,Macedon Ranges,Northern Victoria,2020,33,0,5,7,12,1,22,10,54,6,0,1,2,10,0,3,1,0,0,19,27,0,0,0,14,57,93,13,4,46,14,227
3442,woodend north,-37.323937,144.541667,Macedon Ranges,Northern Victoria,2020,0,0,0,0,0,2,0,0,6,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,9,1,0,1,0,11
3444,barfold,-37.091978000000005,144.50611,Mount Alexander,Northern Victoria,2020,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2
3444,baynton,-37.147477,144.62853700000002,Mount Alexander,Northern Victoria,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3444,baynton east,-37.122322,144.71193,Mount Alexander,Northern Victoria,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3444,edgecombe,-37.183037,144.493092,Mount Alexander,Northern Victoria,2020,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,2,0,0,4,0,9
3444,glenhope,-37.086279,144.60921100000002,Mount Alexander,Northern Victoria,2020,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3
3444,greenhill,-37.174031,144.449466,Mount Alexander,Northern Victoria,2020,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,3
3444,kyneton,-37.248467,144.453354,Mount Alexander,Northern Victoria,2020,32,0,13,8,15,2,40,27,93,12,0,2,2,7,0,8,3,3,0,7,67,0,1,0,18,68,174,11,14,74,19,360
3444,kyneton south,-37.286853,144.445689,Mount Alexander,Northern Victoria,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3444,langley,-37.149333,144.493373,Mount Alexander,Northern Victoria,2020,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,4
3444,lauriston,-37.239435,144.368266,Mount Alexander,Northern Victoria,2020,1,0,0,0,0,1,0,2,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,7,0,1,1,0,10
3444,lyal,-36.929279,144.459509,Mount Alexander,Northern Victoria,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3444,metcalfe east,-37.137839,144.447253,Mount Alexander,Northern Victoria,2020,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3444,mia mia,-37.000433,144.570796,Mount Alexander,Northern Victoria,2020,2,0,0,0,1,0,1,3,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,9,1,0,1,0,14
3444,myrtle creek,-36.951244,144.42854499999999,Mount Alexander,Northern Victoria,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3444,pastoria,-37.216862,144.53667,Mount Alexander,Northern Victoria,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3444,pastoria east,-37.178335,144.640182,Mount Alexander,Northern Victoria,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3444,pipers creek,-37.252289000000005,144.547277,Mount Alexander,Northern Victoria,2020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3444,redesdale,-37.021382,144.53205400000002,Mount Alexander,Northern Victoria,2020,1,0,0,0,0,0,1,2,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,12,1,0,0,0,14
3444,sidonia,-37.137443,144.57380600000002,Mount Alexander,Northern Victoria,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3444,spring hill,-37.314116,144.35067,Mount Alexander,Northern Victoria,2020,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,5
3444,tylden,-37.32541,144.406442,Mount Alexander,Northern Victoria,2020,2,0,0,0,0,2,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,7,0,1,0,0,10
3444,tylden south,-37.353578000000006,144.37346399999998,Mount Alexander,Northern Victoria,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3446,drummond north,-37.199978,144.29344,Hepburn,Northern Victoria,2020,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1,4
3446,malmsbury,-37.18842,144.382533,Hepburn,Northern Victoria,2020,7,1,1,1,2,0,3,2,8,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,12,14,0,0,2,1,29
3447,taradale,-37.133438,144.356519,Hepburn,Northern Victoria,2020,0,0,1,0,1,0,1,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,7,0,0,1,0,10
3448,elphinstone,-37.105,144.337783,Mount Alexander,Northern Victoria,2020,1,0,1,3,1,0,2,1,6,0,0,0,1,0,0,2,0,0,0,2,1,0,0,1,2,6,9,1,2,3,3,24
3448,metcalfe,-37.102084000000005,144.423136,Mount Alexander,Northern Victoria,2020,0,0,0,0,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,6
3448,sutton grange,-36.990505999999996,144.358577,Mount Alexander,Northern Victoria,2020,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,3
3450,castlemaine,-37.063869,144.217101,Mount Alexander,Northern Victoria,2020,41,3,9,6,7,6,64,27,111,28,0,6,1,31,0,18,9,5,0,24,85,0,0,0,20,66,236,38,32,109,20,501
3450,moonlight flat,-37.060183,144.244448,Mount Alexander,Northern Victoria,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3451,barkers creek,-37.0292,144.239946,Mount Alexander,Northern Victoria,2020,1,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,1,6
3451,campbells creek,-37.094107,144.20375900000002,Mount Alexander,Northern Victoria,2020,3,0,1,1,0,0,1,1,5,2,0,1,0,1,0,0,0,0,0,2,13,0,0,1,2,5,9,2,0,15,3,34
3451,chewton,-37.081139,144.25651000000002,Mount Alexander,Northern Victoria,2020,0,0,0,0,1,0,3,3,7,2,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,1,15,0,2,2,0,20
3451,chewton bushlands,-37.073952,144.286574,Mount Alexander,Northern Victoria,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3451,faraday,-37.043052,144.290219,Mount Alexander,Northern Victoria,2020,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,4,0,10
3451,fryerstown,-37.141197,144.24988000000002,Mount Alexander,Northern Victoria,2020,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,0,4
3451,glenluce,-37.187501,144.23946999999998,Mount Alexander,Northern Victoria,2020,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2
3451,gower,-37.032579999999996,144.100645,Mount Alexander,Northern Victoria,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3451,guildford,-37.151069,144.160962,Mount Alexander,Northern Victoria,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,3
3451,irishtown,-37.153711,144.23221,Mount Alexander,Northern Victoria,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3451,mckenzie hill,-37.069084000000004,144.198261,Mount Alexander,Northern Victoria,2020,3,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,3,4,1,2,0,2,3,12
3451,muckleford,-37.057404,144.145959,Mount Alexander,Northern Victoria,2020,2,0,0,0,0,0,2,2,7,1,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,2,12,0,3,2,0,19
3451,tarilta,-37.166325,144.192235,Mount Alexander,Northern Victoria,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3451,vaughan,-37.157268,144.210421,Mount Alexander,Northern Victoria,2020,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3451,yapeen,-37.122721999999996,144.16841000000002,Mount Alexander,Northern Victoria,2020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3453,harcourt,-36.998965000000005,144.262588,Mount Alexander,Northern Victoria,2020,4,0,0,0,0,0,4,1,9,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,4,17,0,0,2,6,29
3453,harcourt north,-36.970325,144.28189,Mount Alexander,Northern Victoria,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3453,ravenswood,-36.899628,144.217529,Mount Alexander,Northern Victoria,2020,0,0,0,2,0,0,0,0,13,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,13,1,0,1,0,17
3453,ravenswood south,-36.934927,144.227601,Mount Alexander,Northern Victoria,2020,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,3,0,1,1,0,4,3,9
3458,barrys reef,-37.451989000000005,144.293564,Moorabool,Northern Victoria,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
3458,blackwood,-37.472283000000004,144.306407,Moorabool,Northern Victoria,2020,4,0,0,0,3,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,5,0,0,0,1,13
3458,fern hill,-37.357651000000004,144.39269199999998,Moorabool,Northern Victoria,2020,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
3458,lerderderg,-37.51709,144.37593,Moorabool,Northern Victoria,2020,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,4,0,1,0,6,11
3458,little hampton,-37.359474,144.292594,Moorabool,Northern Victoria,2020,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
3458,newbury,-37.409771,144.289521,Moorabool,Northern Victoria,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3458,north blackwood,-37.466577,144.303975,Moorabool,Northern Victoria,2020,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
3458,trentham,-37.389363,144.326001,Moorabool,Northern Victoria,2020,5,0,0,0,2,0,3,10,15,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,24,7,28,0,1,4,24,64
